"","ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"20396",31005,"ENSMUSG00000029817","Tra2a","chr6","-",49252802,49253108,49252381,49252515,49263837,49264011,31005,"11,10,23,9,12","7,5,10,4,2","1,4,2,7,11","9,20,23,12,3",-2,-1,3.49296346631e-05,0.00286284294497,"0.44,0.5,0.535,0.529,0.75","0.053,0.091,0.042,0.226,0.647",0.339,65,28,25,67
"20683",31483,"ENSMUSG00000000275","Trim25","chr11","+",89015532,89015631,89015166,89015190,89015718,89015817,31483,"6,8,6,3,4","0,0,1,0,0","21,25,47,35,34","2,1,0,11,0",-2,-1,2.17782087975e-05,0.00200174362077,"1.0,1.0,0.75,1.0,1.0","0.84,0.926,1.0,0.614,1.0",0.074,27,1,162,14
"20721",31530,"ENSMUSG00000042810","Krba1","chr6","+",48408528,48408726,48407672,48407822,48409169,48409343,31530,"33,14,12,17,13","3,0,0,0,0","53,22,48,32,43","4,3,4,1,3",-2,-1,0.00027844354522,0.0141260169619,"0.846,1.0,1.0,1.0,1.0","0.869,0.786,0.857,0.941,0.878",0.103,89,3,198,15
"20742",31555,"ENSMUSG00000069631","Strada","chr11","-",106170953,106171077,106168308,106168480,106171155,106171264,31555,"4,10,19,10,16","0,1,0,0,0","19,22,26,28,18","1,5,0,4,0",-2,-1,0.000588563862775,0.0254517435744,"1.0,0.833,1.0,1.0,1.0","0.905,0.688,1.0,0.778,1.0",0.092,59,1,113,10
"20915",31823,"ENSMUSG00000037514","Pank2","chr2","+",131280156,131280410,131273910,131274263,131293398,131293524,31823,"9,8,3,8,6","0,0,0,1,0","5,15,21,20,13","5,0,5,1,2",-2,-1,5.83125510434e-07,0.000106763697285,"1.0,1.0,1.0,0.8,1.0","0.333,1.0,0.677,0.909,0.765",0.223,34,1,74,13
"20924",31832,"ENSMUSG00000037514","Pank2","chr2","+",131287473,131287597,131274076,131274263,131293398,131293457,31832,"14,29,20,22,24","0,0,0,1,0","21,29,26,22,27","5,0,5,1,2",-2,-1,2.66341715038e-06,0.000364262407019,"1.0,1.0,1.0,0.917,1.0","0.677,1.0,0.722,0.917,0.871",0.146,109,1,125,13
"21128",32150,"ENSMUSG00000008435","Rdh13","chr7","-",4434993,4435098,4431421,4431634,4442593,4442749,32150,"5,3,2,4,2","0,0,2,1,0","7,4,17,21,12","5,2,10,5,2",-2,-1,8.67218091337e-05,0.00556765131094,"1.0,1.0,0.333,0.667,1.0","0.412,0.5,0.459,0.677,0.75",0.24,16,3,61,24
"21356",32533,"ENSMUSG00000029428","Stx2","chr5","-",128987717,128987842,128984556,128986430,128988801,128988912,32533,"5,7,15,5,8","0,1,1,1,0","21,25,25,31,14","3,0,6,4,4",-2,-1,6.86457301464e-05,0.00469416870938,"1.0,0.778,0.882,0.714,1.0","0.778,1.0,0.676,0.795,0.636",0.098,40,3,116,17
"21444",32662,"ENSMUSG00000028580","Pum1","chr4","+",130753941,130754178,130752575,130752872,130762753,130763021,32662,"7,2,4,7,3","0,0,0,2,0","28,23,28,26,19","4,0,2,3,3",-2,-1,0.000333173496592,0.0161970832829,"1.0,1.0,1.0,0.636,1.0","0.778,1.0,0.875,0.813,0.76",0.082,23,2,124,12
"21487",32731,"ENSMUSG00000028923","Necap2","chr4","-",141071580,141071695,141070081,141070233,141072528,141072637,32731,"5,6,5,10,4","6,26,15,20,24","7,0,3,3,1","28,29,50,32,29",-2,-1,4.32696311076e-05,0.00335273186019,"0.294,0.103,0.143,0.2,0.077","0.111,0.0,0.029,0.045,0.017",0.123,30,91,14,168
"21570",32847,"ENSMUSG00000001870","Ltbp1","chr17","+",75348743,75348869,75327196,75327322,75352686,75352830,32847,"3,4,7,4,6","0,0,0,0,0","27,19,54,34,21","6,0,1,1,4",-2,-1,3.83926561537e-05,0.00309590197407,"1.0,1.0,1.0,1.0,1.0","0.692,1.0,0.964,0.944,0.724",0.135,24,0,155,12
"21579",32856,"ENSMUSG00000040242","Fgfr1op2","chr6","+",146592633,146592747,146589893,146590036,146595175,146595289,32856,"43,46,49,52,23","19,18,13,20,10","69,52,60,66,54","44,46,70,42,26",-2,-1,0.000480348397859,0.0217238041366,"0.531,0.561,0.653,0.565,0.535","0.439,0.361,0.3,0.44,0.509",0.159,213,80,301,228
"21674",33009,"ENSMUSG00000028292","Rars2","chr4","+",34625400,34625484,34623410,34623513,34630472,34630570,33009,"15,12,11,8,8","2,0,1,0,0","35,37,32,39,18","0,4,5,2,3",-2,-1,0.000127876882399,0.00766012892112,"0.789,1.0,0.846,1.0,1.0","1.0,0.822,0.762,0.907,0.75",0.079,54,3,161,14
"21719",33071,"ENSMUSG00000032035","Ets1","chr9","+",32738098,32738359,32733939,32734188,32752798,32752917,33071,"16,23,27,47,13","0,0,0,1,0","108,35,92,116,81","7,3,1,1,3",-2,-1,0.000536153654113,0.0236355270084,"1.0,1.0,1.0,0.959,1.0","0.885,0.854,0.979,0.983,0.931",0.065,126,1,432,15
"21780",33162,"ENSMUSG00000029635","Cdk8","chr5","+",146292623,146292767,146286107,146286239,146295162,146295232,33162,"16,3,7,13,4","0,0,0,0,0","25,23,43,30,32","9,3,2,1,1",-2,-1,2.58956962318e-07,5.57117463931e-05,"1.0,1.0,1.0,1.0,1.0","0.581,0.793,0.915,0.938,0.941",0.166,43,0,153,16
"21781",33163,"ENSMUSG00000029635","Cdk8","chr5","+",146292638,146292767,146286107,146286239,146295162,146295232,33163,"9,2,2,9,2","0,0,0,0,0","13,13,26,14,13","9,3,2,1,1",-2,-1,6.39933717128e-09,2.69044725555e-06,"1.0,1.0,1.0,1.0,1.0","0.419,0.684,0.867,0.875,0.867",0.258,24,0,79,16
"21861",33281,"ENSMUSG00000038095","Sbno1","chr5","-",124413184,124413289,124410069,124410382,124414398,124414527,33281,"4,1,3,6,1","2,0,0,1,0","15,12,20,9,7","4,2,4,3,1",-2,-1,0.000341093180631,0.0164412706579,"0.5,1.0,1.0,0.75,1.0","0.652,0.75,0.714,0.6,0.778",0.151,15,3,63,14
"21950",33407,"ENSMUSG00000049755","Zfp672","chr11","-",58319866,58319954,58319323,58319590,58322568,58322729,33407,"10,6,2,8,5","0,2,1,0,0","21,25,26,16,15","2,10,4,5,3",-2,-1,5.43811082253e-05,0.00391941047631,"1.0,0.6,0.5,1.0,1.0","0.84,0.556,0.765,0.615,0.714",0.122,31,3,103,24
"21992",33475,"ENSMUSG00000029234","Tmem165","chr5","+",76207801,76207907,76204636,76204816,76208509,76209245,33475,"82,83,93,108,78","0,0,0,0,0","91,89,137,128,78","10,4,7,5,4",-2,-1,1.94468108283e-10,1.33788165526e-07,"1.0,1.0,1.0,1.0,1.0","0.82,0.918,0.907,0.928,0.907",0.104,444,0,523,30
"22017",33506,"ENSMUSG00000028252","Ccnc","chr4","+",21747482,21747576,21746655,21746774,21748136,21750546,33506,"23,26,10,30,17","1,0,2,4,2","15,19,21,18,17","4,2,7,4,11",-2,-1,0.000642426355791,0.027312744486,"0.92,1.0,0.714,0.789,0.81","0.652,0.826,0.6,0.692,0.436",0.205,106,9,90,28
"22263",33874,"ENSMUSG00000021111","Papola","chr12","+",105811036,105811109,105809523,105809662,105812273,105812394,33874,"16,15,15,12,22","0,0,0,0,0","35,30,98,74,49","3,0,3,3,4",-2,-1,0.000220099003498,0.0120117972991,"1.0,1.0,1.0,1.0,1.0","0.854,1.0,0.942,0.925,0.86",0.084,80,0,286,13
"22288",33910,"ENSMUSG00000061462","Obscn","chr11","-",59053573,59053837,59052444,59052711,59067065,59067329,33910,"25,16,18,32,13","0,0,0,0,0","256,129,341,228,199","2,6,6,8,6",-2,-1,0.000120995172682,0.00730977299178,"1.0,1.0,1.0,1.0,1.0","0.985,0.915,0.966,0.934,0.943",0.051,104,0,1153,28
"22291",33913,"ENSMUSG00000061462","Obscn","chr11","-",59054161,59054425,59053573,59053837,59064186,59064450,33913,"37,30,12,33,36","0,2,0,0,2","242,75,196,138,118","7,5,21,14,16",-2,-1,4.27763003163e-06,0.000540706582933,"1.0,0.882,1.0,1.0,0.9","0.945,0.882,0.824,0.831,0.787",0.103,148,4,769,63
"22292",33914,"ENSMUSG00000061462","Obscn","chr11","-",59054161,59054425,59053573,59053837,59067065,59067329,33914,"37,30,12,33,36","1,0,0,0,0","244,68,191,139,119","12,9,24,21,14",-2,-1,4.79725148494e-11,4.03377779491e-08,"0.949,1.0,1.0,1.0,1.0","0.91,0.791,0.799,0.768,0.81",0.174,148,1,761,80
"22312",33936,"ENSMUSG00000061462","Obscn","chr11","-",59062646,59062910,59054161,59054425,59064186,59064450,33936,"5,7,2,4,3","0,0,0,0,0","47,23,102,48,34","0,7,6,0,0",-2,-1,0.00052407498727,0.0233753918192,"1.0,1.0,1.0,1.0,1.0","1.0,0.622,0.895,1.0,1.0",0.097,21,0,254,13
"22316",33940,"ENSMUSG00000061462","Obscn","chr11","-",59062646,59062910,59062030,59062294,59064186,59064450,33940,"11,22,4,17,6","0,0,0,0,0","159,71,237,136,90","6,3,3,3,5",-2,-1,0.000243111717241,0.0129259140902,"1.0,1.0,1.0,1.0,1.0","0.93,0.922,0.975,0.958,0.9",0.063,60,0,693,20
"22320",33945,"ENSMUSG00000061462","Obscn","chr11","-",59064186,59064450,59052444,59052711,59067065,59067329,33945,"8,4,1,12,3","0,0,0,0,0","114,62,165,100,74","2,6,6,8,6",-2,-1,2.97994272014e-06,0.000397962585737,"1.0,1.0,1.0,1.0,1.0","0.966,0.838,0.932,0.862,0.86",0.108,28,0,515,28
"22321",33946,"ENSMUSG00000061462","Obscn","chr11","-",59064186,59064450,59053573,59053837,59067065,59067329,33946,"8,6,1,12,5","1,0,0,0,0","121,65,186,113,87","12,9,24,21,14",-2,-1,8.45331424859e-08,2.42931130868e-05,"0.8,1.0,1.0,1.0,1.0","0.834,0.783,0.795,0.729,0.757",0.18,32,1,572,80
"22342",33971,"ENSMUSG00000061462","Obscn","chr11","-",59124520,59124796,59122619,59122895,59131546,59131828,33971,"127,105,79,137,99","0,0,0,0,0","90,52,96,62,50","6,1,13,2,0",-2,-1,3.58221208252e-09,1.65973389611e-06,"1.0,1.0,1.0,1.0,1.0","0.882,0.963,0.787,0.939,1.0",0.086,547,0,350,22
"22359",33994,"ENSMUSG00000034269","Setd5","chr6","+",113105916,113106141,113104934,113105121,113109884,113109990,33994,"3,4,2,1,2","0,0,0,0,0","19,10,10,15,7","9,4,8,3,1",-2,-1,1.16273657369e-12,1.38934781224e-09,"1.0,1.0,1.0,1.0,1.0","0.514,0.556,0.385,0.714,0.778",0.411,12,0,61,25
"22371",34013,"ENSMUSG00000022124","Fbxl3","chr14","-",103092303,103092426,103089301,103089473,103099161,103099554,34013,"8,10,12,6,10","0,0,0,0,0","55,39,93,62,41","1,3,7,7,1",-2,-1,1.39408564326e-06,0.0002182753542,"1.0,1.0,1.0,1.0,1.0","0.965,0.867,0.869,0.816,0.953",0.106,46,0,290,19
"22495",34202,"ENSMUSG00000002504","Slc9a3r2","chr17","-",24640594,24640657,24639285,24640389,24641708,24641752,34202,"345,383,455,388,346","7,22,22,10,39","368,246,278,207,308","25,37,43,9,27",-2,-1,0.000196340406005,0.0108719908232,"0.961,0.897,0.912,0.951,0.816","0.88,0.769,0.764,0.92,0.851",0.071,1917,100,1407,141
"22499",34206,"ENSMUSG00000024045","Akap8","chr17","-",32313104,32313262,32312285,32312373,32314110,32314144,34206,"16,12,13,18,4","26,26,32,23,34","8,4,15,5,10","50,62,62,54,37",-2,-1,3.70851776686e-05,0.00300694567361,"0.235,0.188,0.169,0.281,0.056","0.074,0.031,0.108,0.044,0.119",0.111,63,141,42,265
"22507",34217,"ENSMUSG00000029655","N4bp2l2","chr5","-",150647459,150647548,150635971,150643315,150650614,150650739,34217,"15,18,24,17,25","1,0,0,0,0","50,30,44,19,19","4,3,5,0,1",-2,-1,1.8959444138e-05,0.00182388245875,"0.882,1.0,1.0,1.0,1.0","0.862,0.833,0.815,1.0,0.905",0.093,99,1,162,13
