ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
5100	"ENSMUSG00000026283"	"Ing5"	chr1	+	93811764	93811948	93811781	93811948	93806047	93806119
5101	"ENSMUSG00000029279"	"Brdt"	chr5	+	107370154	107370329	107370157	107370329	107369302	107369364
5102	"ENSMUSG00000019877"	"Serinc1"	chr10	-	57523960	57524098	57523960	57523987	57524319	57524399
5103	"ENSMUSG00000026853"	"Crat"	chr2	-	30403488	30403641	30403488	30403626	30404527	30404590
5104	"ENSMUSG00000000308"	"Ckmt1"	chr2	+	121360555	121360777	121360599	121360777	121359944	121360040
5105	"ENSMUSG00000038344"	"Txlng"	chrX	-	162786616	162787678	162786616	162786691	162790611	162790806
5106	"ENSMUSG00000049482"	"Ctu2"	chr8	+	122481085	122481224	122481132	122481224	122480901	122481005
5107	"ENSMUSG00000022303"	"Dcstamp"	chr15	+	39759313	39759622	39759481	39759622	39754183	39755225
5108	"ENSMUSG00000026434"	"Nucks1"	chr1	+	131929612	131929762	131929615	131929762	131928063	131928216
5109	"ENSMUSG00000029086"	"Prom1"	chr5	-	44055877	44056083	44055877	44056068	44063125	44063184
5110	"ENSMUSG00000027361"	"Gabpb1"	chr2	-	126646562	126646748	126646562	126646745	126650067	126650181
5111	"ENSMUSG00000045180"	"Shroom2"	chrX	-	152617192	152617453	152617192	152617355	152618900	152619446
5112	"ENSMUSG00000045180"	"Shroom2"	chrX	-	152618900	152619639	152618900	152619446	152623125	152623335
5113	"ENSMUSG00000045180"	"Shroom2"	chrX	-	152623125	152623335	152623125	152623317	152657423	152657524
5114	"ENSMUSG00000032060"	"Cryab"	chr9	+	50753080	50753477	50753185	50753477	50751876	50751947
5115	"ENSMUSG00000052922"	"Bpi"	chr2	+	158276957	158277003	158276960	158277003	158275921	158275989
5116	"ENSMUSG00000029022"	"Miip"	chr4	-	147860790	147861085	147860790	147861013	147861353	147861491
5117	"ENSMUSG00000047248"	"C2cd3"	chr7	+	100379967	100380125	100380025	100380125	100374263	100374533
5118	"ENSMUSG00000047248"	"C2cd3"	chr7	+	100413325	100413448	100413329	100413448	100410331	100410450
5119	"ENSMUSG00000006019"	"Dhx34"	chr7	-	16217987	16219184	16217987	16218950	16221683	16221993
5120	"ENSMUSG00000076526"	"Igkv12-98"	chr6	+	68570937	68571235	68570940	68571235	68570762	68570811
5121	"ENSMUSG00000004931"	"Apba3"	chr10	+	81271364	81271526	81271391	81271526	81271195	81271282
5122	"ENSMUSG00000023249"	"Parp3"	chr9	-	106473432	106473833	106473432	106473519	106474057	106474284
5123	"ENSMUSG00000023249"	"Parp3"	chr9	-	106474396	106474535	106474396	106474520	106474679	106474868
5124	"ENSMUSG00000070448"	"Vmn2r89"	chr14	+	51457357	51464172	51459946	51464172	51455683	51456487
5125	"ENSMUSG00000070448"	"Vmn2r89"	chr14	+	51457357	51464172	51459949	51464172	51455683	51456487
5126	"ENSMUSG00000070448"	"Vmn2r89"	chr14	+	51459946	51464172	51459949	51464172	51455683	51456487
5127	"ENSMUSG00000001323"	"Srr"	chr11	-	74912961	74913133	74912961	74913132	74919436	74919662
5128	"ENSMUSG00000049676"	"Catsperg1"	chr7	-	29198112	29198408	29198112	29198220	29200116	29200254
5129	"ENSMUSG00000039956"	"Mrap"	chr16	+	90747374	90747623	90747523	90747623	90738323	90738669
5130	"ENSMUSG00000021218"	"Gdi2"	chr13	+	3554411	3554546	3554441	3554546	3550988	3551088
5131	"ENSMUSG00000031904"	"Slc7a6"	chr8	+	106192338	106192483	106192434	106192483	106189616	106189742
5132	"ENSMUSG00000028573"	"Fggy"	chr4	+	95820881	95822125	95821977	95822125	95812107	95812169
5133	"ENSMUSG00000029127"	"Zbtb49"	chr5	-	38213307	38214383	38213307	38214064	38216446	38216613
5134	"ENSMUSG00000036098"	"Myrf"	chr19	-	10215016	10215105	10215016	10215102	10215273	10215354
5135	"ENSMUSG00000036098"	"Myrf"	chr19	-	10215016	10215105	10215016	10215102	10215741	10215810
5136	"ENSMUSG00000025142"	"Aspscr1"	chr11	+	120709070	120709246	120709111	120709246	120708929	120708999
5137	"ENSMUSG00000042747"	"Krtcap2"	chr3	+	89246777	89246932	89246780	89246932	89245965	89246515
5138	"ENSMUSG00000042747"	"Krtcap2"	chr3	+	89246777	89246932	89246780	89246932	89246433	89246593
5139	"ENSMUSG00000054226"	"Tprkb"	chr6	+	85915148	85915367	85915152	85915367	85914471	85914528
5140	"ENSMUSG00000054226"	"Tprkb"	chr6	+	85927240	85927363	85927258	85927363	85924359	85924522
5141	"ENSMUSG00000015001"	"Oc90"	chr15	-	65881503	65881678	65881503	65881675	65882524	65882638
5142	"ENSMUSG00000040033"	"Stat2"	chr10	+	128283229	128283316	128283232	128283316	128283112	128283157
5143	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3653144	3653419	3653196	3653419	3652032	3652128
5144	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3653144	3653419	3653199	3653419	3652032	3652128
5145	"ENSMUSG00000035632"	"Cnot3"	chr7	+	3653196	3653419	3653199	3653419	3652032	3652128
5146	"ENSMUSG00000063229"	"Ldha"	chr7	+	46848972	46849090	46849023	46849090	46847595	46847745
5147	"ENSMUSG00000063229"	"Ldha"	chr7	+	46850177	46850351	46850203	46850351	46848972	46849090
5148	"ENSMUSG00000002108"	"Nr1h3"	chr2	-	91190184	91190641	91190184	91190284	91190738	91190947
5149	"ENSMUSG00000032400"	"Zwilch"	chr9	-	64162563	64162763	64162563	64162759	64165362	64165458
5150	"ENSMUSG00000026365"	"Cfh"	chr1	-	140088657	140088888	140088657	140088840	140098869	140099046
5151	"ENSMUSG00000030616"	"Sytl2"	chr7	+	90360044	90360177	90360125	90360177	90358132	90358284
5152	"ENSMUSG00000091572"	"Vmn2r3"	chr3	-	64261349	64267251	64261349	64261473	64271201	64271432
5153	"ENSMUSG00000091572"	"Vmn2r3"	chr3	-	64271201	64275724	64271201	64271432	64278716	64279008
5154	"ENSMUSG00000091572"	"Vmn2r3"	chr3	-	64274866	64276246	64274866	64275724	64278716	64279008
5155	"ENSMUSG00000030235"	"Slco1c1"	chr6	+	141559740	141559906	141559781	141559906	141554991	141555187
5156	"ENSMUSG00000100291"	"2310069B03Rik"	chr6	-	82881236	82881333	82881236	82881309	82881768	82881853
5157	"ENSMUSG00000029512"	"Ulk1"	chr5	-	110787573	110787692	110787573	110787661	110787772	110787945
5158	"ENSMUSG00000029512"	"Ulk1"	chr5	-	110790849	110790954	110790849	110790936	110791051	110791197
5159	"ENSMUSG00000016028"	"Celsr1"	chr15	-	85901438	85901672	85901438	85901669	85902114	85902264
5160	"ENSMUSG00000062031"	"Pgghg"	chr7	+	140943256	140943712	140943276	140943712	140942985	140943196
5161	"ENSMUSG00000062031"	"Pgghg"	chr7	+	140946788	140947656	140946793	140947656	140946501	140946713
5162	"ENSMUSG00000063253"	"Scoc"	chr8	-	83437552	83437636	83437552	83437633	83437984	83438056
5163	"ENSMUSG00000048186"	"Bend7"	chr2	+	4796529	4796583	4796532	4796583	4788455	4788575
5164	"ENSMUSG00000021336"	"Slc17a4"	chr13	-	23904711	23905330	23904711	23904798	23905416	23905650
5165	"ENSMUSG00000079330"	"Lemd1"	chr1	+	132255354	132255494	132255420	132255494	132228913	132229036
5166	"ENSMUSG00000095093"	"Vmn2r111"	chr17	-	22568838	22569066	22568838	22568946	22570721	22571534
5167	"ENSMUSG00000041406"	"BC055324"	chr1	-	163955336	163955456	163955336	163955452	163956827	163956908
5168	"ENSMUSG00000053368"	"Rxfp2"	chr5	+	150051517	150051631	150051559	150051631	150049579	150049651
5169	"ENSMUSG00000026883"	"Dab2ip"	chr2	+	35719852	35720741	35719918	35720741	35718759	35718938
5170	"ENSMUSG00000042502"	"Cd2bp2"	chr7	-	127194743	127194901	127194743	127194839	127195022	127195158
5171	"ENSMUSG00000022967"	"Ifnar1"	chr16	+	91496143	91496261	91496253	91496261	91495390	91495532
5172	"ENSMUSG00000044811"	"Cd300c2"	chr11	-	115000628	115001073	115000628	115000985	115001486	115001880
5173	"ENSMUSG00000002985"	"Apoe"	chr7	-	19698187	19698272	19698187	19698253	19699010	19699052
5174	"ENSMUSG00000090083"	"Rnf8"	chr17	+	29626399	29627249	29626505	29627249	29621508	29621637
5175	"ENSMUSG00000020804"	"Aanat"	chr11	+	116596036	116596280	116596125	116596280	116595575	116595793
5176	"ENSMUSG00000006344"	"Ggt5"	chr10	+	75604311	75604584	75604524	75604584	75603966	75604162
5177	"ENSMUSG00000006344"	"Ggt5"	chr10	+	75610112	75610231	75610118	75610231	75609844	75609951
5178	"ENSMUSG00000027207"	"Galk2"	chr2	+	125887842	125887987	125887863	125887987	125878277	125878366
5179	"ENSMUSG00000060699"	"Vmn1r35"	chr6	-	66678069	66679736	66678069	66679271	66683083	66683279
5180	"ENSMUSG00000060699"	"Vmn1r35"	chr6	-	66683083	66683344	66683083	66683279	66685515	66685906
5181	"ENSMUSG00000033177"	"Tmprss7"	chr16	-	45683408	45683602	45683408	45683599	45684570	45684638
5182	"ENSMUSG00000016181"	"Utp25"	chr1	-	193113756	193114002	193113756	193113980	193114604	193114717
5183	"ENSMUSG00000000759"	"Tubgcp3"	chr8	-	12648620	12649822	12648620	12648787	12650153	12650222
5184	"ENSMUSG00000029167"	"Ppargc1a"	chr5	-	51490016	51490121	51490016	51490090	51490199	51490245
5185	"ENSMUSG00000038580"	"Sct"	chr7	-	141278617	141278722	141278617	141278715	141278832	141278934
5186	"ENSMUSG00000042810"	"Krba1"	chr6	+	48405233	48405389	48405236	48405389	48403990	48404140
5187	"ENSMUSG00000042810"	"Krba1"	chr6	+	48406296	48406431	48406299	48406431	48405233	48405389
5188	"ENSMUSG00000019302"	"Atp6v0a1"	chr11	+	101026659	101026763	101026680	101026763	101021053	101021182
5189	"ENSMUSG00000061393"	"Acvr2b"	chr9	+	119428200	119428568	119428224	119428568	119427966	119428076
5190	"ENSMUSG00000039239"	"Tgfb2"	chr1	-	186630609	186630787	186630609	186630672	186632457	186632568
5191	"ENSMUSG00000020687"	"Cdc27"	chr11	-	104526050	104526184	104526050	104526166	104526862	104526977
5192	"ENSMUSG00000027165"	"B230118H07Rik"	chr2	-	101583520	101583587	101583520	101583583	101585243	101585315
5193	"ENSMUSG00000089682"	"Bcl2l2"	chr14	+	54884373	54884813	54884624	54884813	54883796	54883884
5194	"ENSMUSG00000032332"	"Col12a1"	chr9	-	79598990	79601179	79598990	79600007	79602199	79602370
5195	"ENSMUSG00000029757"	"Dync1i1"	chr6	+	5769649	5769791	5769700	5769791	5767029	5767144
5196	"ENSMUSG00000029757"	"Dync1i1"	chr6	+	5769649	5769791	5769733	5769791	5767029	5767144
5197	"ENSMUSG00000029757"	"Dync1i1"	chr6	+	5769700	5769791	5769733	5769791	5767029	5767144
5198	"ENSMUSG00000062949"	"Atp11c"	chrX	-	60260160	60260306	60260160	60260297	60261651	60261754
5199	"ENSMUSG00000079487"	"Med12"	chrX	+	101293936	101294012	101293957	101294012	101293792	101293870
5200	"ENSMUSG00000079487"	"Med12"	chrX	+	101296592	101296733	101296616	101296733	101295841	101296088
5201	"ENSMUSG00000026655"	"Fam107b"	chr2	+	3778417	3778568	3778419	3778568	3772795	3772979
5202	"ENSMUSG00000029064"	"Gnb1"	chr4	+	155557467	155559269	155557470	155559269	155557170	155557286
5203	"ENSMUSG00000048191"	"Muc6"	chr7	-	141651250	141651464	141651250	141651341	141651661	141651788
5204	"ENSMUSG00000032740"	"Ccdc88a"	chr11	+	29470314	29470456	29470317	29470456	29465610	29465738
5205	"ENSMUSG00000054312"	"Mrps21"	chr3	-	95870493	95870642	95870493	95870615	95871321	95871367
5206	"ENSMUSG00000023027"	"Atf1"	chr15	+	100245231	100245345	100245244	100245345	100232732	100232831
5207	"ENSMUSG00000006676"	"Usp19"	chr9	+	108493560	108493863	108493563	108493863	108493349	108493483
5208	"ENSMUSG00000006676"	"Usp19"	chr9	+	108495033	108495254	108495039	108495254	108494811	108494927
5209	"ENSMUSG00000006676"	"Usp19"	chr9	+	108498122	108498241	108498131	108498241	108497895	108498036
5210	"ENSMUSG00000030759"	"Far1"	chr7	+	113539272	113539466	113539276	113539466	113525987	113526038
5211	"ENSMUSG00000117679"	"Apbb3"	chr18	-	36677109	36677256	36677109	36677246	36677444	36677505
5212	"ENSMUSG00000029119"	"Man2b2"	chr5	-	36810291	36810408	36810291	36810358	36812946	36813160
5213	"ENSMUSG00000020083"	"Fam241b"	chr10	-	62109883	62110031	62109883	62110012	62110235	62110314
5214	"ENSMUSG00000031862"	"Atp13a1"	chr8	+	69799761	69799937	69799831	69799937	69799320	69799478
5215	"ENSMUSG00000031862"	"Atp13a1"	chr8	+	69803739	69803836	69803756	69803836	69803459	69803659
5216	"ENSMUSG00000031570"	"Plpp5"	chr8	+	25722429	25722600	25722471	25722600	25721661	25721786
5217	"ENSMUSG00000026815"	"Gfi1b"	chr2	-	28611418	28611683	28611418	28611584	28612780	28612918
5218	"ENSMUSG00000015733"	"Capza2"	chr6	+	17660728	17660827	17660748	17660827	17657172	17657252
5219	"ENSMUSG00000042699"	"Dhx9"	chr1	-	153469599	153469741	153469599	153469736	153471619	153471811
5220	"ENSMUSG00000042699"	"Dhx9"	chr1	-	153478865	153478981	153478865	153478978	153481131	153481249
5221	"ENSMUSG00000001729"	"Akt1"	chr12	-	112662179	112662334	112662179	112662308	112671515	112671654
5222	"ENSMUSG00000015957"	"Wnt11"	chr7	+	98846373	98846609	98846455	98846609	98839007	98839190
5223	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17519332	17519526	17519386	17519526	17518516	17518574
5224	"ENSMUSG00000073423"	"Zfp414"	chr17	+	33629780	33630079	33629796	33630079	33629621	33629698
5225	"ENSMUSG00000028073"	"Pear1"	chr3	-	87759093	87759194	87759093	87759166	87759476	87759581
5226	"ENSMUSG00000040325"	"Dcaf1"	chr9	+	106865012	106865104	106865030	106865104	106864515	106864620
5227	"ENSMUSG00000074646"	"6430550D23Rik"	chr2	-	156002436	156002559	156002436	156002486	156003100	156003250
5228	"ENSMUSG00000074646"	"6430550D23Rik"	chr2	-	156003680	156003985	156003680	156003824	156004111	156004147
5229	"ENSMUSG00000020282"	"Rhbdf1"	chr11	-	32214392	32214602	32214392	32214483	32214909	32215123
5230	"ENSMUSG00000040189"	"Ccdc114"	chr7	+	45947981	45948060	45947985	45948060	45947622	45947720
5231	"ENSMUSG00000041238"	"Rbbp8"	chr18	+	11720509	11720657	11720544	11720657	11718832	11718930
5232	"ENSMUSG00000025260"	"Hsd17b10"	chrX	+	152003622	152003781	152003652	152003781	152003360	152003525
5233	"ENSMUSG00000029560"	"Snx8"	chr5	-	140355959	140356155	140355959	140356081	140358056	140358174
5234	"ENSMUSG00000043036"	"Ccdc63"	chr5	-	122129722	122129955	122129722	122129892	122130288	122130405
5235	"ENSMUSG00000024072"	"Yipf4"	chr17	+	74492326	74492505	74492345	74492505	74489492	74489794
5236	"ENSMUSG00000026219"	"Trip12"	chr1	-	84745012	84745185	84745012	84745170	84747177	84747329
5237	"ENSMUSG00000026219"	"Trip12"	chr1	-	84758973	84759127	84758973	84759046	84760762	84760919
5238	"ENSMUSG00000026219"	"Trip12"	chr1	-	84777423	84777507	84777423	84777489	84782826	84782963
5239	"ENSMUSG00000049871"	"Nlrc3"	chr16	-	3953427	3953527	3953427	3953511	3953931	3954015
5240	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45745716	45745841	45745785	45745841	45745419	45745446
5241	"ENSMUSG00000031626"	"Sorbs2"	chr8	+	45823728	45823835	45823758	45823835	45819718	45819768
5242	"ENSMUSG00000021585"	"Cast"	chr13	-	74704100	74704205	74704100	74704202	74713645	74713744
5243	"ENSMUSG00000057982"	"Zfp809"	chr9	+	22236027	22236294	22236201	22236294	22235019	22235146
5244	"ENSMUSG00000028357"	"Kif12"	chr4	-	63166406	63166510	63166406	63166507	63166933	63167032
5245	"ENSMUSG00000061436"	"Hipk2"	chr6	-	38721454	38721597	38721454	38721594	38729920	38730042
5246	"ENSMUSG00000061436"	"Hipk2"	chr6	-	38730868	38731076	38730868	38730995	38737357	38737520
5247	"ENSMUSG00000064289"	"Tank"	chr2	+	61626902	61627014	61626905	61627014	61613650	61613715
5248	"ENSMUSG00000064289"	"Tank"	chr2	+	61626902	61627014	61626905	61627014	61613650	61613798
5249	"ENSMUSG00000021765"	"Fst"	chr13	-	114454279	114454510	114454279	114454507	114455120	114455345
5250	"ENSMUSG00000023051"	"Tarbp2"	chr15	+	102521120	102521213	102521137	102521213	102519121	102519291
5251	"ENSMUSG00000023051"	"Tarbp2"	chr15	+	102521120	102521213	102521137	102521213	102520474	102520577
5252	"ENSMUSG00000024070"	"Prkd3"	chr17	-	78962526	78962579	78962526	78962576	78966174	78966451
5253	"ENSMUSG00000042625"	"Safb2"	chr17	-	56566878	56567018	56566878	56567015	56567532	56567624
5254	"ENSMUSG00000074794"	"Arrdc3"	chr13	+	80891449	80891642	80891487	80891642	80891061	80891224
5255	"ENSMUSG00000022216"	"Psme1"	chr14	+	55579770	55579833	55579803	55579833	55579594	55579627
5256	"ENSMUSG00000022216"	"Psme1"	chr14	+	55580594	55580811	55580743	55580811	55580329	55580427
5257	"ENSMUSG00000022216"	"Psme1"	chr14	+	55580743	55580811	55580782	55580811	55580594	55580663
5258	"ENSMUSG00000046971"	"Pla2g4f"	chr2	-	120307224	120307363	120307224	120307360	120307562	120307600
5259	"ENSMUSG00000002944"	"Cd36"	chr5	-	17828774	17828984	17828774	17828981	17829455	17829549
5260	"ENSMUSG00000056883"	"Olfr533"	chr7	+	140466069	140468126	140466806	140468126	140465413	140465587
5261	"ENSMUSG00000028681"	"Ptch2"	chr4	+	117108154	117108302	117108159	117108302	117107898	117108020
5262	"ENSMUSG00000031065"	"Cdk16"	chrX	+	20693906	20694171	20694037	20694171	20693323	20693531
5263	"ENSMUSG00000032609"	"Klhdc8b"	chr9	-	108454792	108454911	108454792	108454873	108455393	108455575
5264	"ENSMUSG00000021541"	"Trpc7"	chr13	-	56782510	56782591	56782510	56782588	56783622	56783844
5265	"ENSMUSG00000021313"	"Ryr2"	chr13	-	11646492	11647737	11646492	11646605	11649729	11649864
5266	"ENSMUSG00000032336"	"Nptn"	chr9	+	58650496	58650518	58650508	58650518	58643528	58643684
5267	"ENSMUSG00000032336"	"Nptn"	chr9	+	58650496	58650518	58650508	58650518	58643528	58643802
5268	"ENSMUSG00000029416"	"Slc15a4"	chr5	-	127603780	127603851	127603780	127603798	127604110	127604188
5269	"ENSMUSG00000029416"	"Slc15a4"	chr5	-	127604537	127604706	127604537	127604648	127608771	127609061
5270	"ENSMUSG00000074063"	"Osgin1"	chr8	+	119442432	119442569	119442498	119442569	119441394	119441502
5271	"ENSMUSG00000074063"	"Osgin1"	chr8	+	119444956	119446256	119444958	119446256	119443191	119443283
5272	"ENSMUSG00000037190"	"Cyb561d2"	chr9	-	107541002	107541069	107541002	107541040	107541496	107541650
5273	"ENSMUSG00000027420"	"Bfsp1"	chr2	-	143841673	143841799	143841673	143841781	143845900	143845990
5274	"ENSMUSG00000072487"	"Mroh5"	chr15	-	73763766	73763910	73763766	73763842	73764728	73764843
5275	"ENSMUSG00000033763"	"Mtss2"	chr8	+	110731961	110732178	110732057	110732178	110730022	110730120
5276	"ENSMUSG00000033763"	"Mtss2"	chr8	+	110737142	110737220	110737145	110737220	110731961	110732178
5277	"ENSMUSG00000079049"	"Serpinb1c"	chr13	-	32883876	32884044	32883876	32883980	32888871	32889009
5278	"ENSMUSG00000026478"	"Lamc1"	chr1	-	153231733	153231871	153231733	153231807	153233484	153233564
5279	"ENSMUSG00000014778"	"Fhod1"	chr8	-	105337317	105337481	105337317	105337429	105337674	105337769
5280	"ENSMUSG00000032518"	"Rpsa"	chr9	+	120130044	120130363	120130117	120130363	120129157	120129276
5281	"ENSMUSG00000032518"	"Rpsa"	chr9	+	120130767	120130896	120130808	120130896	120130117	120130363
5282	"ENSMUSG00000023015"	"Racgap1"	chr15	-	99634241	99634350	99634241	99634295	99636131	99636201
5283	"ENSMUSG00000023015"	"Racgap1"	chr15	-	99639613	99639819	99639613	99639805	99642882	99642967
5284	"ENSMUSG00000023015"	"Racgap1"	chr15	-	99642882	99642971	99642882	99642967	99643392	99643523
5285	"ENSMUSG00000056153"	"Socs6"	chr18	-	88886991	88887065	88886991	88887052	88887208	88887333
5286	"ENSMUSG00000037845"	"Fdxacb1"	chr9	+	50770109	50770313	50770131	50770313	50768687	50768844
5287	"ENSMUSG00000025916"	"Ppp1r42"	chr1	-	9976586	9976746	9976586	9976699	9978815	9978947
5288	"ENSMUSG00000025916"	"Ppp1r42"	chr1	-	9995145	9995277	9995145	9995262	9999400	9999539
5289	"ENSMUSG00000030204"	"Ddx47"	chr6	+	135015781	135015940	135015821	135015940	135015575	135015647
5290	"ENSMUSG00000031826"	"Usp10"	chr8	+	119941109	119942138	119941112	119942138	119936530	119936588
5291	"ENSMUSG00000022580"	"Rhpn1"	chr15	+	75710987	75711181	75710997	75711181	75710665	75710832
5292	"ENSMUSG00000022580"	"Rhpn1"	chr15	+	75712256	75712451	75712291	75712451	75711790	75711898
5293	"ENSMUSG00000028809"	"Srrm1"	chr4	-	135323913	135324109	135323913	135324061	135324818	135325280
5294	"ENSMUSG00000028809"	"Srrm1"	chr4	-	135340502	135340607	135340502	135340604	135340846	135341035
5295	"ENSMUSG00000028809"	"Srrm1"	chr4	-	135340502	135340622	135340502	135340604	135340846	135341035
5296	"ENSMUSG00000028809"	"Srrm1"	chr4	-	135340502	135340622	135340502	135340607	135340846	135341035
5297	"ENSMUSG00000037224"	"Zfyve28"	chr5	-	34236002	34236158	34236002	34236140	34243172	34243313
5298	"ENSMUSG00000058153"	"Sez6l"	chr5	-	112425613	112425725	112425613	112425722	112426725	112426758
5299	"ENSMUSG00000058153"	"Sez6l"	chr5	-	112425613	112425728	112425613	112425722	112426725	112426758
5300	"ENSMUSG00000058153"	"Sez6l"	chr5	-	112425613	112425728	112425613	112425725	112426725	112426758
5301	"ENSMUSG00000024422"	"Dhx16"	chr17	+	35887398	35887539	35887423	35887539	35886089	35886242
5302	"ENSMUSG00000041498"	"Kif14"	chr1	+	136478358	136478411	136478369	136478411	136476339	136476438
5303	"ENSMUSG00000041498"	"Kif14"	chr1	+	136490199	136490384	136490206	136490384	136487403	136487467
5304	"ENSMUSG00000091945"	"Vmn2r114"	chr17	-	23296864	23302067	23296864	23296988	23308029	23308257
5305	"ENSMUSG00000073421"	"H2-Ab1"	chr17	+	34267335	34267617	34267407	34267617	34264760	34265033
5306	"ENSMUSG00000039048"	"Foxred1"	chr9	-	35204207	35205141	35204207	35205123	35205304	35205409
5307	"ENSMUSG00000039048"	"Foxred1"	chr9	-	35207891	35207986	35207891	35207982	35209037	35209156
5308	"ENSMUSG00000039048"	"Foxred1"	chr9	-	35209415	35209529	35209415	35209507	35209939	35210165
5309	"ENSMUSG00000039048"	"Foxred1"	chr9	-	35209415	35209529	35209415	35209507	35209944	35210165
5310	"ENSMUSG00000000127"	"Fer"	chr17	+	63981479	63981686	63981482	63981686	63973064	63973157
5311	"ENSMUSG00000025375"	"Aatk"	chr11	-	120009833	120012426	120009833	120012335	120012722	120012872
5312	"ENSMUSG00000093813"	"Trav9n-2"	chr14	+	53203260	53203554	53203263	53203554	53203121	53203167
5313	"ENSMUSG00000052616"	"Terb1"	chr8	-	104485356	104485491	104485356	104485488	104488486	104488639
5314	"ENSMUSG00000034586"	"Hid1"	chr11	-	115359694	115359811	115359694	115359808	115360321	115360492
5315	"ENSMUSG00000054087"	"Fbxw28"	chr9	-	109337270	109337494	109337270	109337386	109338395	109338559
5316	"ENSMUSG00000006469"	"Slc34a3"	chr2	-	25233302	25233426	25233302	25233360	25233560	25233705
5317	"ENSMUSG00000006469"	"Slc34a3"	chr2	-	25233302	25233429	25233302	25233360	25233560	25233705
5318	"ENSMUSG00000006469"	"Slc34a3"	chr2	-	25233302	25233429	25233302	25233426	25233560	25233705
5319	"ENSMUSG00000024044"	"Epb41l3"	chr17	+	69248629	69248717	69248631	69248717	69247535	69247754
5320	"ENSMUSG00000024044"	"Epb41l3"	chr17	+	69262125	69262346	69262179	69262346	69259012	69259188
5321	"ENSMUSG00000023755"	"Rhebl1"	chr15	-	98878452	98878593	98878452	98878534	98879007	98879055
5322	"ENSMUSG00000029428"	"Stx2"	chr5	-	128996361	128996461	128996361	128996457	128999509	128999587
5323	"ENSMUSG00000033852"	"Gm28042"	chr2	+	120034477	120034670	120034573	120034670	120032113	120032465
5324	"ENSMUSG00000056900"	"Usp13"	chr3	+	32847809	32847870	32847812	32847870	32837835	32837961
5325	"ENSMUSG00000031791"	"Tmem38a"	chr8	+	72581184	72581272	72581219	72581272	72579959	72580144
5326	"ENSMUSG00000028780"	"Sema3c"	chr5	+	17670449	17670540	17670455	17670540	17662919	17663039
5327	"ENSMUSG00000036371"	"Serbp1"	chr6	+	67272138	67272228	67272156	67272228	67271886	67272027
5328	"ENSMUSG00000036371"	"Serbp1"	chr6	+	67272818	67272938	67272863	67272938	67272138	67272228
5329	"ENSMUSG00000029408"	"Abcb9"	chr5	-	124081939	124082145	124081939	124082024	124083051	124083168
5330	"ENSMUSG00000029408"	"Abcb9"	chr5	-	124083051	124083182	124083051	124083168	124083605	124083720
5331	"ENSMUSG00000021902"	"Phf7"	chr14	-	31240858	31241009	31240858	31240983	31241725	31241827
5332	"ENSMUSG00000024302"	"Dtna"	chr18	+	23497478	23497703	23497481	23497703	23475115	23475242
5333	"ENSMUSG00000034023"	"Fancd2"	chr6	+	113560052	113560195	113560085	113560195	113556262	113556373
5334	"ENSMUSG00000034023"	"Fancd2"	chr6	+	113572539	113572760	113572643	113572760	113570872	113571016
5335	"ENSMUSG00000032212"	"Sltm"	chr9	+	70573456	70573925	70573510	70573925	70572148	70572176
5336	"ENSMUSG00000032604"	"Qars"	chr9	+	108512430	108512582	108512482	108512582	108511531	108511618
5337	"ENSMUSG00000032604"	"Qars"	chr9	+	108513668	108513806	108513723	108513806	108513285	108513378
5338	"ENSMUSG00000032604"	"Qars"	chr9	+	108514966	108515232	108515106	108515232	108514745	108514873
5339	"ENSMUSG00000032604"	"Qars"	chr9	+	108515106	108515232	108515119	108515232	108514966	108515033
5340	"ENSMUSG00000032604"	"Qars"	chr9	+	108515106	108515232	108515131	108515232	108514966	108515033
5341	"ENSMUSG00000032604"	"Qars"	chr9	+	108515119	108515232	108515131	108515232	108514966	108515033
5342	"ENSMUSG00000028580"	"Pum1"	chr4	+	130743689	130743794	130743692	130743794	130741462	130741556
5343	"ENSMUSG00000043410"	"Hfm1"	chr5	-	106911403	106911666	106911403	106911591	106917323	106917627
5344	"ENSMUSG00000028608"	"Czib"	chr4	+	107891954	107892036	107891959	107892036	107891464	107891521
5345	"ENSMUSG00000057541"	"Pus7"	chr5	-	23748755	23748922	23748755	23748843	23749804	23749866
5346	"ENSMUSG00000057541"	"Pus7"	chr5	-	23775668	23775770	23775668	23775736	23775883	23775968
5347	"ENSMUSG00000090362"	"Vmn2r79"	chr7	+	87001609	87002678	87001871	87002678	87001204	87001484
5348	"ENSMUSG00000090362"	"Vmn2r79"	chr7	+	87003385	87003613	87003403	87003613	87001871	87002678
5349	"ENSMUSG00000029761"	"Cald1"	chr6	+	34755633	34755898	34755639	34755898	34753442	34753588
5350	"ENSMUSG00000062647"	"Rpl7a"	chr2	+	26912292	26912445	26912365	26912445	26912018	26912159
5351	"ENSMUSG00000062647"	"Rpl7a"	chr2	+	26912670	26913057	26912987	26913057	26912365	26912445
